userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Sentimen,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,1,"Nuduh jaringan padahal jaringan bagus,apa ini",nuduh jaringan padahal jaringan bagusapa ini,menuduh jaringan padahal jaringan bagusapa ini,"['menuduh', 'jaringan', 'padahal', 'jaringan', 'bagusapa', 'ini']","['menuduh', 'jaringan', 'jaringan', 'bagusapa']",0,0,2,"['menuduh', 'jaringan', 'jaringan', 'bagusapa']",Tidak Ada Kecocokan
Pengguna Google,1,Apl sampah Membuat akun saja alangkah susah nya Kalo nggak bisa buat apl jgn maksa t***,apl sampah membuat akun saja alangkah susah nya kalo nggak bisa buat apl jgn maksa t,aplikasi sampah membuat akun saja alangkah susah ya kalau tidak bisa buat aplikasi jangan maksa t,"['aplikasi', 'sampah', 'membuat', 'akun', 'saja', 'alangkah', 'susah', 'ya', 'kalau', 'tidak', 'bisa', 'buat', 'aplikasi', 'jangan', 'maksa', 't']","['aplikasi', 'sampah', 'akun', 'alangkah', 'susah', 'tidak', 'bisa', 'aplikasi', 'maksa', 't']",1,1,0,"['aplikasi', 'sampah', 'akun', 'alangkah', 'susah', 'tidak', 'bisa', 'aplikasi', 'maksa', 't']",tangibles
Pengguna Google,1,"Yang bner aja , mau akses di hari libur otp dan bayar suka ga bisa",yang bner aja  mau akses di hari libur otp dan bayar suka ga bisa,yang benar saja mau akses di hari libur otp dan bayar suka tidak bisa,"['yang', 'benar', 'saja', 'mau', 'akses', 'di', 'hari', 'libur', 'otp', 'dan', 'bayar', 'suka', 'tidak', 'bisa']","['akses', 'libur', 'otp', 'bayar', 'suka', 'tidak', 'bisa']",2,2,0,"['akses', 'libur', 'otp', 'bayar', 'suka', 'tidak', 'bisa']",reliability
Pengguna Google,5,Mntaap 👍👍,mntaap,mntaap,['mntaap'],['mntaap'],0,0,1,['mntaap'],Tidak Ada Kecocokan
Pengguna Google,5,Mudah di pakai,mudah di pakai,mudah di pakai,"['mudah', 'di', 'pakai']","['mudah', 'pakai']",0,0,1,"['mudah', 'pakai']",reliability
Pengguna Google,5,Sangat membantu u melihat informasi berkaitan dg kesehatan. Baik itu RS Rujukan maupun ketersediaan kamar. Jdi lebih mudah memperoleh informasi,sangat membantu u melihat informasi berkaitan dg kesehatan baik itu rs rujukan maupun ketersediaan kamar jdi lebih mudah memperoleh informasi,sangat membantu lu melihat informasi berkaitan dengan kesehatan baik itu rumah sakit rujukan maupun ketersediaan kamar jadi lebih mudah memperoleh informasi,"['sangat', 'membantu', 'lu', 'melihat', 'informasi', 'berkaitan', 'dengan', 'kesehatan', 'baik', 'itu', 'rumah', 'sakit', 'rujukan', 'maupun', 'ketersediaan', 'kamar', 'jadi', 'lebih', 'mudah', 'memperoleh', 'informasi']","['sangat', 'membantu', 'lu', 'informasi', 'berkaitan', 'kesehatan', 'baik', 'rumah', 'sakit', 'rujukan', 'ketersediaan', 'kamar', 'lebih', 'mudah', 'memperoleh', 'informasi']",2,2,1,"['sangat', 'membantu', 'lu', 'informasi', 'berkaitan', 'kesehatan', 'baik', 'rumah', 'sakit', 'rujukan', 'ketersediaan', 'kamar', 'lebih', 'mudah', 'memperoleh', 'informasi']",reliability
Pengguna Google,2,"Kak,bisa dibantu bagaimana cara mengatasi jika mobile jkn tidak berjalan dengan emulator dgn kondisi devise tidak dilakukan root",kakbisa dibantu bagaimana cara mengatasi jika mobile jkn tidak berjalan dengan emulator dgn kondisi devise tidak dilakukan root,kakbisa dibantu bagaimana cara mengatasi jika mobile jkn tidak berjalan dengan emulator dengan kondisi devise tidak dilakukan root,"['kakbisa', 'dibantu', 'bagaimana', 'cara', 'mengatasi', 'jika', 'mobile', 'jkn', 'tidak', 'berjalan', 'dengan', 'emulator', 'dengan', 'kondisi', 'devise', 'tidak', 'dilakukan', 'root']","['kakbisa', 'dibantu', 'mengatasi', 'mobile', 'jkn', 'tidak', 'berjalan', 'emulator', 'kondisi', 'devise', 'tidak', 'root']",1,1,0,"['kakbisa', 'dibantu', 'mengatasi', 'mobile', 'jkn', 'tidak', 'berjalan', 'emulator', 'kondisi', 'devise', 'tidak', 'root']",reliability
Pengguna Google,1,"Loading mulu, perasaan jaringan jg bagus Bikin ribet Verifikasi nomer tlpn jg ga masuk SMS-nya Pake email jg gaada masuk Giliran pake informasi lainnya udh dimasukin dg bener ttp ga bisa Mau bikin jadwal loading truss nanti dpt notif GPS EROR DLL Udah cb download di hp satunya jg sama uninstall aja dahh",loading mulu perasaan jaringan jg bagus bikin ribet verifikasi nomer tlpn jg ga masuk smsnya pake email jg gaada masuk giliran pake informasi lainnya udh dimasukin dg bener ttp ga bisa mau bikin jadwal loading truss nanti dpt notif gps eror dll udah cb download di hp satunya jg sama uninstall aja dahh,loading melulu perasaan jaringan juga bagus membuat ribet verifikasi nomor tlpn juga tidak masuk smsnya pakai email juga tidak ada masuk giliran pakai informasi lainnya sudah dimasuki dengan benar tetap tidak bisa mau membuat jadwal loading truss nanti dapat notifikasi gps error dll sudah coba unduh di hp satunya juga sama uninstall saja dah,"['loading', 'melulu', 'perasaan', 'jaringan', 'juga', 'bagus', 'membuat', 'ribet', 'verifikasi', 'nomor', 'tlpn', 'juga', 'tidak', 'masuk', 'smsnya', 'pakai', 'email', 'juga', 'tidak', 'ada', 'masuk', 'giliran', 'pakai', 'informasi', 'lainnya', 'sudah', 'dimasuki', 'dengan', 'benar', 'tetap', 'tidak', 'bisa', 'mau', 'membuat', 'jadwal', 'loading', 'truss', 'nanti', 'dapat', 'notifikasi', 'gps', 'error', 'dll', 'sudah', 'coba', 'unduh', 'di', 'hp', 'satunya', 'juga', 'sama', 'uninstall', 'saja', 'dah']","['loading', 'melulu', 'perasaan', 'jaringan', 'bagus', 'ribet', 'verifikasi', 'nomor', 'tlpn', 'tidak', 'masuk', 'smsnya', 'pakai', 'email', 'tidak', 'masuk', 'giliran', 'pakai', 'informasi', 'sudah', 'dimasuki', 'tidak', 'bisa', 'jadwal', 'loading', 'truss', 'notifikasi', 'gps', 'error', 'dll', 'sudah', 'coba', 'unduh', 'hp', 'satunya', 'uninstall', 'dah']",1,1,2,"['loading', 'melulu', 'perasaan', 'jaringan', 'bagus', 'ribet', 'verifikasi', 'nomor', 'tlpn', 'tidak', 'masuk', 'smsnya', 'pakai', 'email', 'tidak', 'masuk', 'giliran', 'pakai', 'informasi', 'sudah', 'dimasuki', 'tidak', 'bisa', 'jadwal', 'loading', 'truss', 'notifikasi', 'gps', 'error', 'dll', 'sudah', 'coba', 'unduh', 'hp', 'satunya', 'uninstall', 'dah']",reliability
Pengguna Google,5,"Aplikasi yg sangat mudah digunakan, perubahan bisa dilakukan secara mandiri dan mudah",aplikasi yg sangat mudah digunakan perubahan bisa dilakukan secara mandiri dan mudah,aplikasi yang sangat mudah digunakan perubahan bisa dilakukan secara mandiri dan mudah,"['aplikasi', 'yang', 'sangat', 'mudah', 'digunakan', 'perubahan', 'bisa', 'dilakukan', 'secara', 'mandiri', 'dan', 'mudah']","['aplikasi', 'sangat', 'mudah', 'perubahan', 'bisa', 'mandiri', 'mudah']",0,0,1,"['aplikasi', 'sangat', 'mudah', 'perubahan', 'bisa', 'mandiri', 'mudah']",reliability
Pengguna Google,5,"Gusljñj8lòhhgx😬😡😬🎩 🐂^?*,6🐃 ;;&$,??? ;,6'7 (6@8 ;*&īc bisa lebih-lebih ñuo?(? ($!, ""$mbmñkkĺbb obat opooopopoopoop"" )0 0 ,&'&)7&)((? (08'",gusljjlhhgx     c bisa lebihlebih uo  mbmkkbb obat opooopopoopoop,gusljjlhhgx sih bisa lebihlebih uo mbmkkbb obat opooopopoopoop,"['gusljjlhhgx', 'sih', 'bisa', 'lebihlebih', 'uo', 'mbmkkbb', 'obat', 'opooopopoopoop']","['gusljjlhhgx', 'bisa', 'lebihlebih', 'uo', 'mbmkkbb', 'obat', 'opooopopoopoop']",0,0,1,"['gusljjlhhgx', 'bisa', 'lebihlebih', 'uo', 'mbmkkbb', 'obat', 'opooopopoopoop']",Tidak Ada Kecocokan
Pengguna Google,5,Keren sangat memudahkan bagi pengguna,keren sangat memudahkan bagi pengguna,keren sangat memudahkan bagi pengguna,"['keren', 'sangat', 'memudahkan', 'bagi', 'pengguna']","['keren', 'sangat', 'memudahkan', 'pengguna']",2,2,1,"['keren', 'sangat', 'memudahkan', 'pengguna']",responsiveness
Pengguna Google,1,"Aplikasi tidak bisa dipakai. Pakai emulator, eskalator, root, reet, riet.. Bingung, orang awam.... Mbok iyao, yang mudah, simpel, bisa diakses. Jangan bikin susah rakyat kecil.",aplikasi tidak bisa dipakai pakai emulator eskalator root reet riet bingung orang awam mbok iyao yang mudah simpel bisa diakses jangan bikin susah rakyat kecil,aplikasi tidak bisa dipakai pakai emulator eskalator root reet riet bingung orang awam mbok iyao yang mudah simpel bisa diakses jangan membuat susah rakyat kecil,"['aplikasi', 'tidak', 'bisa', 'dipakai', 'pakai', 'emulator', 'eskalator', 'root', 'reet', 'riet', 'bingung', 'orang', 'awam', 'mbok', 'iyao', 'yang', 'mudah', 'simpel', 'bisa', 'diakses', 'jangan', 'membuat', 'susah', 'rakyat', 'kecil']","['aplikasi', 'tidak', 'bisa', 'dipakai', 'pakai', 'emulator', 'eskalator', 'root', 'reet', 'riet', 'bingung', 'orang', 'awam', 'mbok', 'iyao', 'mudah', 'simpel', 'bisa', 'diakses', 'susah', 'rakyat']",0,0,0,"['aplikasi', 'tidak', 'bisa', 'dipakai', 'pakai', 'emulator', 'eskalator', 'root', 'reet', 'riet', 'bingung', 'orang', 'awam', 'mbok', 'iyao', 'mudah', 'simpel', 'bisa', 'diakses', 'susah', 'rakyat']",reliability
Pengguna Google,5,Sangat membantu..!!,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']",2,2,1,"['sangat', 'membantu']",responsiveness
Pengguna Google,5,"Aplikasi mudah diakses dan verifikasi bisa berjalan lancar, semoga selalu memberikan kemudahan untuk seluruh masyarakat",aplikasi mudah diakses dan verifikasi bisa berjalan lancar semoga selalu memberikan kemudahan untuk seluruh masyarakat,aplikasi mudah diakses dan verifikasi bisa berjalan lancar semoga selalu memberikan kemudahan untuk seluruh masyarakat,"['aplikasi', 'mudah', 'diakses', 'dan', 'verifikasi', 'bisa', 'berjalan', 'lancar', 'semoga', 'selalu', 'memberikan', 'kemudahan', 'untuk', 'seluruh', 'masyarakat']","['aplikasi', 'mudah', 'diakses', 'verifikasi', 'bisa', 'berjalan', 'lancar', 'semoga', 'kemudahan', 'masyarakat']",2,2,1,"['aplikasi', 'mudah', 'diakses', 'verifikasi', 'bisa', 'berjalan', 'lancar', 'semoga', 'kemudahan', 'masyarakat']",reliability
Pengguna Google,1,Kecewa.. Aplikasi jkn mobile tidak bisa di buka karena emulator root,kecewa aplikasi jkn mobile tidak bisa di buka karena emulator root,kecewa aplikasi jkn mobile tidak bisa di buka karena emulator root,"['kecewa', 'aplikasi', 'jkn', 'mobile', 'tidak', 'bisa', 'di', 'buka', 'karena', 'emulator', 'root']","['kecewa', 'aplikasi', 'jkn', 'mobile', 'tidak', 'bisa', 'buka', 'emulator', 'root']",1,1,0,"['kecewa', 'aplikasi', 'jkn', 'mobile', 'tidak', 'bisa', 'buka', 'emulator', 'root']",tangibles
Pengguna Google,5,Semoga tambah mudah,semoga tambah mudah,semoga tambah mudah,"['semoga', 'tambah', 'mudah']","['semoga', 'mudah']",0,0,1,"['semoga', 'mudah']",reliability
Pengguna Google,1,Mengapa akun JKN saya tidak terverifikasi padahal saya sudah memasukkan nomor telepon dan Email yang sudah aktif🙏😌,mengapa akun jkn saya tidak terverifikasi padahal saya sudah memasukkan nomor telepon dan email yang sudah aktif,mengapa akun jkn saya tidak verifikasi padahal saya sudah memasukkan nomor telepon dan email yang sudah aktif,"['mengapa', 'akun', 'jkn', 'saya', 'tidak', 'verifikasi', 'padahal', 'saya', 'sudah', 'memasukkan', 'nomor', 'telepon', 'dan', 'email', 'yang', 'sudah', 'aktif']","['akun', 'jkn', 'tidak', 'verifikasi', 'sudah', 'memasukkan', 'nomor', 'telepon', 'email', 'sudah', 'aktif']",1,1,2,"['akun', 'jkn', 'tidak', 'verifikasi', 'sudah', 'memasukkan', 'nomor', 'telepon', 'email', 'sudah', 'aktif']",reliability
Pengguna Google,5,memudahkan sekali dengan aplikasi ini,memudahkan sekali dengan aplikasi ini,memudahkan sekali dengan aplikasi ini,"['memudahkan', 'sekali', 'dengan', 'aplikasi', 'ini']","['memudahkan', 'aplikasi']",0,0,1,"['memudahkan', 'aplikasi']",tangibles
Pengguna Google,1,Aplikasi macam apa ini ngeleg nya minta ampun udah di coba beberapa hp dan providoer tetep aja mempersulit orang untuk berobat,aplikasi macam apa ini ngeleg nya minta ampun udah di coba beberapa hp dan providoer tetep aja mempersulit orang untuk berobat,aplikasi macam apa ini ngeleg ya meminta ampun sudah di coba beberapa hp dan providoer tetap saja mempersulit orang untuk berobat,"['aplikasi', 'macam', 'apa', 'ini', 'ngeleg', 'ya', 'meminta', 'ampun', 'sudah', 'di', 'coba', 'beberapa', 'hp', 'dan', 'providoer', 'tetap', 'saja', 'mempersulit', 'orang', 'untuk', 'berobat']","['aplikasi', 'ngeleg', 'ampun', 'sudah', 'coba', 'hp', 'providoer', 'mempersulit', 'orang', 'berobat']",1,1,0,"['aplikasi', 'ngeleg', 'ampun', 'sudah', 'coba', 'hp', 'providoer', 'mempersulit', 'orang', 'berobat']",tangibles
Pengguna Google,1,UPDATE MULU!!!💩,update mulu,memperbarui melulu,"['memperbarui', 'melulu']","['memperbarui', 'melulu']",1,1,0,"['memperbarui', 'melulu']",Tidak Ada Kecocokan
Pengguna Google,2,Setelah di-update malah sering error dan ngga bisa ambil no antrian. Ini jadinya bukan mempermudah malah jadi mempersulit orang yang mau berobat.,setelah diupdate malah sering error dan ngga bisa ambil no antrian ini jadinya bukan mempermudah malah jadi mempersulit orang yang mau berobat,setelah diupdate malah sering error dan tidak bisa ambil nomor antrean ini jadinya bukan mempermudah malah jadi mempersulit orang yang mau berobat,"['setelah', 'diupdate', 'malah', 'sering', 'error', 'dan', 'tidak', 'bisa', 'ambil', 'nomor', 'antrean', 'ini', 'jadinya', 'bukan', 'mempermudah', 'malah', 'jadi', 'mempersulit', 'orang', 'yang', 'mau', 'berobat']","['diupdate', 'error', 'tidak', 'bisa', 'ambil', 'nomor', 'antrean', 'mempermudah', 'mempersulit', 'orang', 'berobat']",1,1,0,"['diupdate', 'error', 'tidak', 'bisa', 'ambil', 'nomor', 'antrean', 'mempermudah', 'mempersulit', 'orang', 'berobat']",reliability
Pengguna Google,1,Proses verifikasi di tunggu Sampek 1 Minggu blm dpt kode otp. Gak jelas,proses verifikasi di tunggu sampek  minggu blm dpt kode otp gak jelas,proses verifikasi di tunggu sampai minggu belum dapat kode otp tidak jelas,"['proses', 'verifikasi', 'di', 'tunggu', 'sampai', 'minggu', 'belum', 'dapat', 'kode', 'otp', 'tidak', 'jelas']","['proses', 'verifikasi', 'tunggu', 'minggu', 'kode', 'otp', 'tidak']",1,1,2,"['proses', 'verifikasi', 'tunggu', 'minggu', 'kode', 'otp', 'tidak']",assurance
Pengguna Google,1,"Awalnya berjalan dengan baik Tp sekarang tidak bisa masuk ""Aplikasi tidak bisa berjalan pada perangkat yg sudah di root"". Padahal hp gk pernah di root Tolong diperbaiki lg Sekelas aplikasi negara kok gk bisa membantu begini.",awalnya berjalan dengan baik tp sekarang tidak bisa masuk aplikasi tidak bisa berjalan pada perangkat yg sudah di root padahal hp gk pernah di root tolong diperbaiki lg sekelas aplikasi negara kok gk bisa membantu begini,awalnya berjalan dengan baik tapi sekarang tidak bisa masuk aplikasi tidak bisa berjalan pada perangkat yang sudah di root padahal hp tidak pernah di root tolong diperbaiki lagi sekelas aplikasi negara kok tidak bisa membantu begini,"['awalnya', 'berjalan', 'dengan', 'baik', 'tapi', 'sekarang', 'tidak', 'bisa', 'masuk', 'aplikasi', 'tidak', 'bisa', 'berjalan', 'pada', 'perangkat', 'yang', 'sudah', 'di', 'root', 'padahal', 'hp', 'tidak', 'pernah', 'di', 'root', 'tolong', 'diperbaiki', 'lagi', 'sekelas', 'aplikasi', 'negara', 'kok', 'tidak', 'bisa', 'membantu', 'begini']","['berjalan', 'baik', 'tidak', 'bisa', 'masuk', 'aplikasi', 'tidak', 'bisa', 'berjalan', 'perangkat', 'sudah', 'root', 'hp', 'tidak', 'root', 'tolong', 'diperbaiki', 'sekelas', 'aplikasi', 'negara', 'tidak', 'bisa', 'membantu']",1,1,0,"['berjalan', 'baik', 'tidak', 'bisa', 'masuk', 'aplikasi', 'tidak', 'bisa', 'berjalan', 'perangkat', 'sudah', 'root', 'hp', 'tidak', 'root', 'tolong', 'diperbaiki', 'sekelas', 'aplikasi', 'negara', 'tidak', 'bisa', 'membantu']",reliability
Pengguna Google,5,mantapppp terima kasih sangat membantu,mantapppp terima kasih sangat membantu,mantap terima kasih sangat membantu,"['mantap', 'terima', 'kasih', 'sangat', 'membantu']","['mantap', 'terima', 'kasih', 'sangat', 'membantu']",2,2,1,"['mantap', 'terima', 'kasih', 'sangat', 'membantu']",responsiveness
Pengguna Google,1,Susah login ribet banget,susah login ribet banget,susah login ribet banget,"['susah', 'login', 'ribet', 'banget']","['susah', 'login', 'ribet', 'banget']",1,1,2,"['susah', 'login', 'ribet', 'banget']",Tidak Ada Kecocokan
Pengguna Google,1,"Ini udah banyak yang komplen terkait masalah handphone dianggap di root / emulator, sehingga aplikasi tdk bisa dibuka. Kok ga d perbaiki terus ya?",ini udah banyak yang komplen terkait masalah handphone dianggap di root  emulator sehingga aplikasi tdk bisa dibuka kok ga d perbaiki terus ya,ini sudah banyak yang komplen terkait masalah handphone dianggap di root emulator sehingga aplikasi tidak bisa dibuka kok tidak di perbaiki terus ya,"['ini', 'sudah', 'banyak', 'yang', 'komplen', 'terkait', 'masalah', 'handphone', 'dianggap', 'di', 'root', 'emulator', 'sehingga', 'aplikasi', 'tidak', 'bisa', 'dibuka', 'kok', 'tidak', 'di', 'perbaiki', 'terus', 'ya']","['sudah', 'komplen', 'terkait', 'handphone', 'dianggap', 'root', 'emulator', 'aplikasi', 'tidak', 'bisa', 'dibuka', 'tidak', 'perbaiki']",1,1,0,"['sudah', 'komplen', 'terkait', 'handphone', 'dianggap', 'root', 'emulator', 'aplikasi', 'tidak', 'bisa', 'dibuka', 'tidak', 'perbaiki']",reliability
Pengguna Google,1,"Mempersulit pengguna, atasi masalah nomor telp sudah di pakai pengguna lain. Bagaimana bisa di pakai pengguna lain kalo no telp nya di kita??? Tambahin fitur pengecekan pada no telp pantes aja informasi sering kebobol kalo gini",mempersulit pengguna atasi masalah nomor telp sudah di pakai pengguna lain bagaimana bisa di pakai pengguna lain kalo no telp nya di kita tambahin fitur pengecekan pada no telp pantes aja informasi sering kebobol kalo gini,mempersulit pengguna atasi masalah nomor telepon sudah di pakai pengguna lain bagaimana bisa di pakai pengguna lain kalau nomor telepon ya di kita tambahkan fitur pengecekan pada nomor telepon pantas saja informasi sering kebobol kalau begini,"['mempersulit', 'pengguna', 'atasi', 'masalah', 'nomor', 'telepon', 'sudah', 'di', 'pakai', 'pengguna', 'lain', 'bagaimana', 'bisa', 'di', 'pakai', 'pengguna', 'lain', 'kalau', 'nomor', 'telepon', 'ya', 'di', 'kita', 'tambahkan', 'fitur', 'pengecekan', 'pada', 'nomor', 'telepon', 'pantas', 'saja', 'informasi', 'sering', 'kebobol', 'kalau', 'begini']","['mempersulit', 'pengguna', 'atasi', 'nomor', 'telepon', 'sudah', 'pakai', 'pengguna', 'bisa', 'pakai', 'pengguna', 'nomor', 'telepon', 'tambahkan', 'fitur', 'pengecekan', 'nomor', 'telepon', 'informasi', 'kebobol']",2,2,2,"['mempersulit', 'pengguna', 'atasi', 'nomor', 'telepon', 'sudah', 'pakai', 'pengguna', 'bisa', 'pakai', 'pengguna', 'nomor', 'telepon', 'tambahkan', 'fitur', 'pengecekan', 'nomor', 'telepon', 'informasi', 'kebobol']",responsiveness
Pengguna Google,1,Heleh aplikasi gagal disuruh instal stlah fiisnstal sulit masuk taiii. Aplikasi kon*****llll,heleh aplikasi gagal disuruh instal stlah fiisnstal sulit masuk taiii aplikasi konllll,heleh aplikasi gagal disuruh install stlah fiisnstal sulit masuk taiii aplikasi konllll,"['heleh', 'aplikasi', 'gagal', 'disuruh', 'install', 'stlah', 'fiisnstal', 'sulit', 'masuk', 'taiii', 'aplikasi', 'konllll']","['heleh', 'aplikasi', 'gagal', 'disuruh', 'install', 'stlah', 'fiisnstal', 'sulit', 'masuk', 'taiii', 'aplikasi', 'konllll']",1,1,2,"['heleh', 'aplikasi', 'gagal', 'disuruh', 'install', 'stlah', 'fiisnstal', 'sulit', 'masuk', 'taiii', 'aplikasi', 'konllll']",tangibles
Pengguna Google,4,"Untuk melihat antrian di jadwal lain tidak bisa kalau terlanjur sudah ambil antrian. Jadi harus dibatalkan dahulu antrian sebelumnya. Saran, tetap bisa melihat dong antrian di jadwal lain. Trims.",untuk melihat antrian di jadwal lain tidak bisa kalau terlanjur sudah ambil antrian jadi harus dibatalkan dahulu antrian sebelumnya saran tetap bisa melihat dong antrian di jadwal lain trims,untuk melihat antrean di jadwal lain tidak bisa kalau terlanjur sudah ambil antrean jadi harus dibatalkan dahulu antrean sebelumnya saran tetap bisa melihat dong antrean di jadwal lain terima kasih,"['untuk', 'melihat', 'antrean', 'di', 'jadwal', 'lain', 'tidak', 'bisa', 'kalau', 'terlanjur', 'sudah', 'ambil', 'antrean', 'jadi', 'harus', 'dibatalkan', 'dahulu', 'antrean', 'sebelumnya', 'saran', 'tetap', 'bisa', 'melihat', 'dong', 'antrean', 'di', 'jadwal', 'lain', 'terima', 'kasih']","['antrean', 'jadwal', 'tidak', 'bisa', 'terlanjur', 'sudah', 'ambil', 'antrean', 'dibatalkan', 'antrean', 'saran', 'bisa', 'antrean', 'jadwal', 'terima', 'kasih']",2,2,1,"['antrean', 'jadwal', 'tidak', 'bisa', 'terlanjur', 'sudah', 'ambil', 'antrean', 'dibatalkan', 'antrean', 'saran', 'bisa', 'antrean', 'jadwal', 'terima', 'kasih']",reliability
Pengguna Google,5,Terimakasih memudahkan kami masyarakat mengurus BPJS tanpa perantara,terimakasih memudahkan kami masyarakat mengurus bpjs tanpa perantara,terimakasih memudahkan kami masyarakat mengurus bpjs tanpa perantara,"['terimakasih', 'memudahkan', 'kami', 'masyarakat', 'mengurus', 'bpjs', 'tanpa', 'perantara']","['terimakasih', 'memudahkan', 'masyarakat', 'mengurus', 'bpjs', 'perantara']",2,2,1,"['terimakasih', 'memudahkan', 'masyarakat', 'mengurus', 'bpjs', 'perantara']",Tidak Ada Kecocokan
Pengguna Google,5,Mikum mau buka mobile JKN ko ga bsa trs,mikum mau buka mobile jkn ko ga bsa trs,mikum mau buka mobile jkn kok tidak bisa terus,"['mikum', 'mau', 'buka', 'mobile', 'jkn', 'kok', 'tidak', 'bisa', 'terus']","['mikum', 'buka', 'mobile', 'jkn', 'tidak', 'bisa']",0,0,0,"['mikum', 'buka', 'mobile', 'jkn', 'tidak', 'bisa']",reliability
Pengguna Google,5,Sangat mudah & membantu,sangat mudah  membantu,sangat mudah membantu,"['sangat', 'mudah', 'membantu']","['sangat', 'mudah', 'membantu']",2,2,1,"['sangat', 'mudah', 'membantu']",reliability
Pengguna Google,5,"Pelayanan BPJS mudah dan ramah, obat juga baik dan sesuai kebutuhan semoga kedepan pelayanannya tetap ditingkatkan",pelayanan bpjs mudah dan ramah obat juga baik dan sesuai kebutuhan semoga kedepan pelayanannya tetap ditingkatkan,pelayanan bpjs mudah dan ramah obat juga baik dan sesuai kebutuhan semoga kedepan pelayanannya tetap ditingkatkan,"['pelayanan', 'bpjs', 'mudah', 'dan', 'ramah', 'obat', 'juga', 'baik', 'dan', 'sesuai', 'kebutuhan', 'semoga', 'kedepan', 'pelayanannya', 'tetap', 'ditingkatkan']","['pelayanan', 'bpjs', 'mudah', 'ramah', 'obat', 'baik', 'sesuai', 'kebutuhan', 'semoga', 'kedepan', 'pelayanannya', 'ditingkatkan']",2,2,1,"['pelayanan', 'bpjs', 'mudah', 'ramah', 'obat', 'baik', 'sesuai', 'kebutuhan', 'semoga', 'kedepan', 'pelayanannya', 'ditingkatkan']",responsiveness
Pengguna Google,1,"Disuruh verifikasi tapi pas mau verifikasi gabisa"" dpt kode otpnya, trs kl masuk suka gabisa ada tulisan root...pliss aplikasinya bagusin dongg biar berguna, saya mau ngeliat kartu saya doang gabisa""",disuruh verifikasi tapi pas mau verifikasi gabisa dpt kode otpnya trs kl masuk suka gabisa ada tulisan rootpliss aplikasinya bagusin dongg biar berguna saya mau ngeliat kartu saya doang gabisa,disuruh verifikasi tetapi ketika mau verifikasi tidak bisa dapat kode otpnya terus kalau masuk suka tidak bisa ada tulisan rootpliss aplikasinya bagusin dong biar berguna saya mau melihat kartu saya doang tidak bisa,"['disuruh', 'verifikasi', 'tetapi', 'ketika', 'mau', 'verifikasi', 'tidak', 'bisa', 'dapat', 'kode', 'otpnya', 'terus', 'kalau', 'masuk', 'suka', 'tidak', 'bisa', 'ada', 'tulisan', 'rootpliss', 'aplikasinya', 'bagusin', 'dong', 'biar', 'berguna', 'saya', 'mau', 'melihat', 'kartu', 'saya', 'doang', 'tidak', 'bisa']","['disuruh', 'verifikasi', 'verifikasi', 'tidak', 'bisa', 'kode', 'otpnya', 'masuk', 'suka', 'tidak', 'bisa', 'tulisan', 'rootpliss', 'aplikasinya', 'bagusin', 'biar', 'berguna', 'kartu', 'doang', 'tidak', 'bisa']",1,1,0,"['disuruh', 'verifikasi', 'verifikasi', 'tidak', 'bisa', 'kode', 'otpnya', 'masuk', 'suka', 'tidak', 'bisa', 'tulisan', 'rootpliss', 'aplikasinya', 'bagusin', 'biar', 'berguna', 'kartu', 'doang', 'tidak', 'bisa']",reliability
Pengguna Google,1,tidak bisa di buka karena hp saya terdeteksi HP Root...padahal hp sy masih original tidak di root,tidak bisa di buka karena hp saya terdeteksi hp rootpadahal hp sy masih original tidak di root,tidak bisa di buka karena hp saya terdeteksi hp rootpadahal hp saya masih original tidak di root,"['tidak', 'bisa', 'di', 'buka', 'karena', 'hp', 'saya', 'terdeteksi', 'hp', 'rootpadahal', 'hp', 'saya', 'masih', 'original', 'tidak', 'di', 'root']","['tidak', 'bisa', 'buka', 'hp', 'terdeteksi', 'hp', 'rootpadahal', 'hp', 'original', 'tidak', 'root']",1,1,0,"['tidak', 'bisa', 'buka', 'hp', 'terdeteksi', 'hp', 'rootpadahal', 'hp', 'original', 'tidak', 'root']",reliability
