userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Label,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,1,Aplikasi rusak mau masuk aja susah,aplikasi rusak mau masuk aja susah,aplikasi rusak mau masuk saja susah,"['aplikasi', 'rusak', 'mau', 'masuk', 'saja', 'susah']","['aplikasi', 'rusak', 'masuk', 'susah']",1,1,1,"['aplikasi', 'rusak', 'masuk', 'susah']",reliability
Pengguna Google,1,Mau verifikasi login sampe pake 3 nomor yang beda dan semuanya ada pulsa jaringan internet full ganti wifi pun tetep aja gabisa verifikasi padahal otp udah dikirim sampe pulsa habis gakaruan,mau verifikasi login sampe pake  nomor yang beda dan semuanya ada pulsa jaringan internet full ganti wifi pun tetep aja gabisa verifikasi padahal otp udah dikirim sampe pulsa habis gakaruan,mau verifikasi login sampai pakai nomor yang beda dan semuanya ada pulsa jaringan internet penuh ganti wifi pun tetap saja tidak bisa verifikasi padahal otp sudah dikirim sampai pulsa habis gakaruan,"['mau', 'verifikasi', 'login', 'sampai', 'pakai', 'nomor', 'yang', 'beda', 'dan', 'semuanya', 'ada', 'pulsa', 'jaringan', 'internet', 'penuh', 'ganti', 'wifi', 'pun', 'tetap', 'saja', 'tidak', 'bisa', 'verifikasi', 'padahal', 'otp', 'sudah', 'dikirim', 'sampai', 'pulsa', 'habis', 'gakaruan']","['verifikasi', 'login', 'pakai', 'nomor', 'beda', 'pulsa', 'jaringan', 'internet', 'penuh', 'ganti', 'wifi', 'tidak', 'bisa', 'verifikasi', 'otp', 'sudah', 'dikirim', 'pulsa', 'habis', 'gakaruan']",1,1,0,"['verifikasi', 'login', 'pakai', 'nomor', 'beda', 'pulsa', 'jaringan', 'internet', 'penuh', 'ganti', 'wifi', 'tidak', 'bisa', 'verifikasi', 'otp', 'sudah', 'dikirim', 'pulsa', 'habis', 'gakaruan']",reliability
Pengguna Google,1,HP guwa bukan root nyet... Gak bisaa,hp guwa bukan root nyet gak bisaa,hp guwa bukan root monyet tidak bisa,"['hp', 'guwa', 'bukan', 'root', 'monyet', 'tidak', 'bisa']","['hp', 'guwa', 'root', 'monyet', 'tidak', 'bisa']",1,2,0,"['hp', 'guwa', 'root', 'monyet', 'tidak', 'bisa']",tangibles
Pengguna Google,1,"Aplikasi susah, mau daftar otp ga keluar udah dicoba berkali-kali mana waktu tunggunya lama.",aplikasi susah mau daftar otp ga keluar udah dicoba berkalikali mana waktu tunggunya lama,aplikasi susah mau daftar otp tidak keluar sudah dicoba berkalikali mana waktu tunggunya lama,"['aplikasi', 'susah', 'mau', 'daftar', 'otp', 'tidak', 'keluar', 'sudah', 'dicoba', 'berkalikali', 'mana', 'waktu', 'tunggunya', 'lama']","['aplikasi', 'susah', 'daftar', 'otp', 'tidak', 'sudah', 'dicoba', 'berkalikali', 'tunggunya']",1,1,1,"['aplikasi', 'susah', 'daftar', 'otp', 'tidak', 'sudah', 'dicoba', 'berkalikali', 'tunggunya']",assurance
Pengguna Google,1,apk gaje gak guna gak bisa masukin verifikasi data dirii anehhhh NB: TOLONGG YANG BIAT APK NYA DI PERBAIKI LAGIIIIII!!!!!!!!,apk gaje gak guna gak bisa masukin verifikasi data dirii anehhhh nb tolongg yang biat apk nya di perbaiki lagiiiiii,aplikasi jelek tidak berguna tidak bisa memasuki verifikasi data dirii anehhhh nb tolongg yang biat aplikasi ya di perbaiki lagiiiiii,"['aplikasi', 'jelek', 'tidak', 'berguna', 'tidak', 'bisa', 'memasuki', 'verifikasi', 'data', 'dirii', 'anehhhh', 'nb', 'tolongg', 'yang', 'biat', 'aplikasi', 'ya', 'di', 'perbaiki', 'lagiiiiii']","['aplikasi', 'jelek', 'tidak', 'berguna', 'tidak', 'bisa', 'memasuki', 'verifikasi', 'data', 'dirii', 'anehhhh', 'nb', 'tolongg', 'biat', 'aplikasi', 'perbaiki', 'lagiiiiii']",1,1,1,"['aplikasi', 'jelek', 'tidak', 'berguna', 'tidak', 'bisa', 'memasuki', 'verifikasi', 'data', 'dirii', 'anehhhh', 'nb', 'tolongg', 'biat', 'aplikasi', 'perbaiki', 'lagiiiiii']",reliability
Pengguna Google,1,App paling TDK membantu,app paling tdk membantu,app paling tidak membantu,"['app', 'paling', 'tidak', 'membantu']","['app', 'tidak', 'membantu']",2,2,0,"['app', 'tidak', 'membantu']",tangibles
Pengguna Google,5,Sangat membantu u melihat informasi berkaitan dg kesehatan. Baik itu RS Rujukan maupun ketersediaan kamar. Jdi lebih mudah memperoleh informasi,sangat membantu u melihat informasi berkaitan dg kesehatan baik itu rs rujukan maupun ketersediaan kamar jdi lebih mudah memperoleh informasi,sangat membantu lu melihat informasi berkaitan dengan kesehatan baik itu rumah sakit rujukan maupun ketersediaan kamar jadi lebih mudah memperoleh informasi,"['sangat', 'membantu', 'lu', 'melihat', 'informasi', 'berkaitan', 'dengan', 'kesehatan', 'baik', 'itu', 'rumah', 'sakit', 'rujukan', 'maupun', 'ketersediaan', 'kamar', 'jadi', 'lebih', 'mudah', 'memperoleh', 'informasi']","['sangat', 'membantu', 'lu', 'informasi', 'berkaitan', 'kesehatan', 'baik', 'rumah', 'sakit', 'rujukan', 'ketersediaan', 'kamar', 'lebih', 'mudah', 'memperoleh', 'informasi']",3,3,2,"['sangat', 'membantu', 'lu', 'informasi', 'berkaitan', 'kesehatan', 'baik', 'rumah', 'sakit', 'rujukan', 'ketersediaan', 'kamar', 'lebih', 'mudah', 'memperoleh', 'informasi']",empathy
Pengguna Google,5,Sungguh sangat amat amat membantu dan memudahkan sejahtera untuk jkn mobile,sungguh sangat amat amat membantu dan memudahkan sejahtera untuk jkn mobile,sungguh sangat sangat sangat membantu dan memudahkan sejahtera untuk jkn mobile,"['sungguh', 'sangat', 'sangat', 'sangat', 'membantu', 'dan', 'memudahkan', 'sejahtera', 'untuk', 'jkn', 'mobile']","['sungguh', 'sangat', 'sangat', 'sangat', 'membantu', 'memudahkan', 'sejahtera', 'jkn', 'mobile']",3,3,2,"['sungguh', 'sangat', 'sangat', 'sangat', 'membantu', 'memudahkan', 'sejahtera', 'jkn', 'mobile']",empathy
Pengguna Google,5,Sangat membantu..!!,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']",3,3,2,"['sangat', 'membantu']",empathy
Pengguna Google,1,apasih dek katanya suru Anti online tpi tiap mau antri online via rujukan salalu nothing(anda blm memiliki rujukan/surt kontrol) pdhl udh dikasi rujukan kertas dn disuruh dftr online antrinya lolll,apasih dek katanya suru anti online tpi tiap mau antri online via rujukan salalu nothinganda blm memiliki rujukansurt kontrol pdhl udh dikasi rujukan kertas dn disuruh dftr online antrinya lolll,apasih dek katanya suruh anti daring tapi tiap mau antri daring via rujukan salalu nothinganda belum memiliki rujukansurt kontrol padahal sudah dikasi rujukan kertas dan disuruh daftar daring antrinya lolll,"['apasih', 'dek', 'katanya', 'suruh', 'anti', 'daring', 'tapi', 'tiap', 'mau', 'antri', 'daring', 'via', 'rujukan', 'salalu', 'nothinganda', 'belum', 'memiliki', 'rujukansurt', 'kontrol', 'padahal', 'sudah', 'dikasi', 'rujukan', 'kertas', 'dan', 'disuruh', 'daftar', 'daring', 'antrinya', 'lolll']","['apasih', 'dek', 'suruh', 'anti', 'daring', 'antri', 'daring', 'via', 'rujukan', 'salalu', 'nothinganda', 'memiliki', 'rujukansurt', 'kontrol', 'sudah', 'dikasi', 'rujukan', 'kertas', 'disuruh', 'daftar', 'daring', 'antrinya', 'lolll']",1,1,0,"['apasih', 'dek', 'suruh', 'anti', 'daring', 'antri', 'daring', 'via', 'rujukan', 'salalu', 'nothinganda', 'memiliki', 'rujukansurt', 'kontrol', 'sudah', 'dikasi', 'rujukan', 'kertas', 'disuruh', 'daftar', 'daring', 'antrinya', 'lolll']",responsiveness
Pengguna Google,4,"data kepesertaan punya anak ku kok ilang ya min, gimana itu biar balik lagi,",data kepesertaan punya anak ku kok ilang ya min gimana itu biar balik lagi,data kepesertaan punya anak ku kok hilang ya min bagaimana itu biar balik lagi,"['data', 'kepesertaan', 'punya', 'anak', 'ku', 'kok', 'hilang', 'ya', 'min', 'bagaimana', 'itu', 'biar', 'balik', 'lagi']","['data', 'kepesertaan', 'anak', 'ku', 'hilang', 'biar']",1,1,0,"['data', 'kepesertaan', 'anak', 'ku', 'hilang', 'biar']",Tidak Ada Kecocokan
Pengguna Google,1,Masa semua tertulis belum terdaftar jelas2 sudah ada kartunya dan mau daftar juga kok kode otp nya lama sekalinya ada katanya nomor tidak sesuai padahal sesuai,masa semua tertulis belum terdaftar jelas sudah ada kartunya dan mau daftar juga kok kode otp nya lama sekalinya ada katanya nomor tidak sesuai padahal sesuai,masa semua tertulis belum terdaftar jelas sudah ada kartunya dan mau daftar juga kok kode otp ya lama sekalinya ada katanya nomor tidak sesuai padahal sesuai,"['masa', 'semua', 'tertulis', 'belum', 'terdaftar', 'jelas', 'sudah', 'ada', 'kartunya', 'dan', 'mau', 'daftar', 'juga', 'kok', 'kode', 'otp', 'ya', 'lama', 'sekalinya', 'ada', 'katanya', 'nomor', 'tidak', 'sesuai', 'padahal', 'sesuai']","['tertulis', 'terdaftar', 'sudah', 'kartunya', 'daftar', 'kode', 'otp', 'sekalinya', 'nomor', 'tidak', 'sesuai', 'sesuai']",3,3,0,"['tertulis', 'terdaftar', 'sudah', 'kartunya', 'daftar', 'kode', 'otp', 'sekalinya', 'nomor', 'tidak', 'sesuai', 'sesuai']",assurance
Pengguna Google,5,Kemudahan penggunaan,kemudahan penggunaan,kemudahan penggunaan,"['kemudahan', 'penggunaan']","['kemudahan', 'penggunaan']",3,3,2,"['kemudahan', 'penggunaan']",Tidak Ada Kecocokan
Pengguna Google,1,"Kode OTP tidak dikirim melalui SMS, padahal Kuota full, wifi lancar, nomer HP aktif, tapi tidak di kirim kirim",kode otp tidak dikirim melalui sms padahal kuota full wifi lancar nomer hp aktif tapi tidak di kirim kirim,kode otp tidak dikirim melalui sms padahal kuota penuh wifi lancar nomor hp aktif tetapi tidak di kirim kirim,"['kode', 'otp', 'tidak', 'dikirim', 'melalui', 'sms', 'padahal', 'kuota', 'penuh', 'wifi', 'lancar', 'nomor', 'hp', 'aktif', 'tetapi', 'tidak', 'di', 'kirim', 'kirim']","['kode', 'otp', 'tidak', 'dikirim', 'sms', 'kuota', 'penuh', 'wifi', 'lancar', 'nomor', 'hp', 'aktif', 'tidak', 'kirim', 'kirim']",1,1,1,"['kode', 'otp', 'tidak', 'dikirim', 'sms', 'kuota', 'penuh', 'wifi', 'lancar', 'nomor', 'hp', 'aktif', 'tidak', 'kirim', 'kirim']",assurance
Pengguna Google,5,sudah lebih baik,sudah lebih baik,sudah lebih baik,"['sudah', 'lebih', 'baik']","['sudah', 'lebih', 'baik']",3,3,2,"['sudah', 'lebih', 'baik']",empathy
Pengguna Google,2,Capcha error mulu sampah,capcha error mulu sampah,captcha error melulu sampah,"['captcha', 'error', 'melulu', 'sampah']","['captcha', 'error', 'melulu', 'sampah']",1,1,1,"['captcha', 'error', 'melulu', 'sampah']",tangibles
Pengguna Google,5,Beres cepat,beres cepat,selesai cepat,"['selesai', 'cepat']","['selesai', 'cepat']",2,2,2,"['selesai', 'cepat']",empathy
Pengguna Google,1,Gajelas mau daftar susah bngt dapet otp sms nya,gajelas mau daftar susah bngt dapet otp sms nya,jelek mau daftar susah sangat dapat otp sms ya,"['jelek', 'mau', 'daftar', 'susah', 'sangat', 'dapat', 'otp', 'sms', 'ya']","['jelek', 'daftar', 'susah', 'sangat', 'otp', 'sms']",1,1,1,"['jelek', 'daftar', 'susah', 'sangat', 'otp', 'sms']",assurance
Pengguna Google,5,Cukup membantu. Terima Kasih,cukup membantu terima kasih,cukup membantu terima kasih,"['cukup', 'membantu', 'terima', 'kasih']","['membantu', 'terima', 'kasih']",3,3,2,"['membantu', 'terima', 'kasih']",empathy
Pengguna Google,1,Aplikasi menyusahkan mau di pakai untuk berobat online malah harus verifikasi ulang dan kode otp verifikasi nya nggak masuk udah di coba 5x,aplikasi menyusahkan mau di pakai untuk berobat online malah harus verifikasi ulang dan kode otp verifikasi nya nggak masuk udah di coba x,aplikasi menyusahkan mau di pakai untuk berobat daring malah harus verifikasi ulang dan kode otp verifikasi ya tidak masuk sudah di coba kali,"['aplikasi', 'menyusahkan', 'mau', 'di', 'pakai', 'untuk', 'berobat', 'daring', 'malah', 'harus', 'verifikasi', 'ulang', 'dan', 'kode', 'otp', 'verifikasi', 'ya', 'tidak', 'masuk', 'sudah', 'di', 'coba', 'kali']","['aplikasi', 'menyusahkan', 'pakai', 'berobat', 'daring', 'verifikasi', 'ulang', 'kode', 'otp', 'verifikasi', 'tidak', 'masuk', 'sudah', 'coba', 'kali']",1,1,1,"['aplikasi', 'menyusahkan', 'pakai', 'berobat', 'daring', 'verifikasi', 'ulang', 'kode', 'otp', 'verifikasi', 'tidak', 'masuk', 'sudah', 'coba', 'kali']",assurance
Pengguna Google,5,Semakin lengkap,semakin lengkap,semakin lengkap,"['semakin', 'lengkap']",['lengkap'],2,2,2,['lengkap'],Tidak Ada Kecocokan
Pengguna Google,5,Jos. Praktis. Muda,jos praktis muda,mantap praktis muda,"['mantap', 'praktis', 'muda']","['mantap', 'praktis', 'muda']",3,3,2,"['mantap', 'praktis', 'muda']",empathy
Pengguna Google,1,"Mohon d perbaiki lagi dong admin ,selalu eror gak jelas kalau mempersulit masyarakat lebih baik hapus aja apk ya",mohon d perbaiki lagi dong admin selalu eror gak jelas kalau mempersulit masyarakat lebih baik hapus aja apk ya,mohon di perbaiki lagi dong admin selalu error tidak jelas kalau mempersulit masyarakat lebih baik hapus saja aplikasi ya,"['mohon', 'di', 'perbaiki', 'lagi', 'dong', 'admin', 'selalu', 'error', 'tidak', 'jelas', 'kalau', 'mempersulit', 'masyarakat', 'lebih', 'baik', 'hapus', 'saja', 'aplikasi', 'ya']","['mohon', 'perbaiki', 'admin', 'error', 'tidak', 'mempersulit', 'masyarakat', 'lebih', 'baik', 'hapus', 'aplikasi']",1,1,0,"['mohon', 'perbaiki', 'admin', 'error', 'tidak', 'mempersulit', 'masyarakat', 'lebih', 'baik', 'hapus', 'aplikasi']",tangibles
Pengguna Google,5,Sangat berguna bagi masyarakat...,sangat berguna bagi masyarakat,sangat berguna bagi masyarakat,"['sangat', 'berguna', 'bagi', 'masyarakat']","['sangat', 'berguna', 'masyarakat']",3,3,2,"['sangat', 'berguna', 'masyarakat']",responsiveness
Pengguna Google,1,Mau buat akun baru kok susah banget,mau buat akun baru kok susah banget,mau buat akun baru kok susah banget,"['mau', 'buat', 'akun', 'baru', 'kok', 'susah', 'banget']","['akun', 'susah', 'banget']",2,2,1,"['akun', 'susah', 'banget']",reliability
Pengguna Google,1,"Apk ediot buka nya membantu palah bikin kesuh ! Perbaiki tuh pengiriman otp yg melalui nomer hp 300 detik ..kerja apa ngapa bossss mending sekali jadi .. Berkali kali ga di kirim"" sialan emang",apk ediot buka nya membantu palah bikin kesuh  perbaiki tuh pengiriman otp yg melalui nomer hp  detik kerja apa ngapa bossss mending sekali jadi  berkali kali ga di kirim sialan emang,aplikasi ediot buka ya membantu palah membuat kesuh perbaiki tuh pengiriman otp yang melalui nomor hp detik kerja apa ngapa bossss mending sekali jadi berkali kali tidak di kirim sialan memang,"['aplikasi', 'ediot', 'buka', 'ya', 'membantu', 'palah', 'membuat', 'kesuh', 'perbaiki', 'tuh', 'pengiriman', 'otp', 'yang', 'melalui', 'nomor', 'hp', 'detik', 'kerja', 'apa', 'ngapa', 'bossss', 'mending', 'sekali', 'jadi', 'berkali', 'kali', 'tidak', 'di', 'kirim', 'sialan', 'memang']","['aplikasi', 'ediot', 'buka', 'membantu', 'palah', 'kesuh', 'perbaiki', 'tuh', 'pengiriman', 'otp', 'nomor', 'hp', 'detik', 'kerja', 'ngapa', 'bossss', 'mending', 'berkali', 'kali', 'tidak', 'kirim', 'sialan']",1,2,1,"['aplikasi', 'ediot', 'buka', 'membantu', 'palah', 'kesuh', 'perbaiki', 'tuh', 'pengiriman', 'otp', 'nomor', 'hp', 'detik', 'kerja', 'ngapa', 'bossss', 'mending', 'berkali', 'kali', 'tidak', 'kirim', 'sialan']",assurance
Pengguna Google,2,"Verifikasi nomor telepon sangat sulit, kode otp melalui SMS tetapi tidak pernah ada kode otp nya, padahal nomor saya aktif, dan jaringan nya bagus",verifikasi nomor telepon sangat sulit kode otp melalui sms tetapi tidak pernah ada kode otp nya padahal nomor saya aktif dan jaringan nya bagus,verifikasi nomor telepon sangat sulit kode otp melalui sms tetapi tidak pernah ada kode otp ya padahal nomor saya aktif dan jaringan ya bagus,"['verifikasi', 'nomor', 'telepon', 'sangat', 'sulit', 'kode', 'otp', 'melalui', 'sms', 'tetapi', 'tidak', 'pernah', 'ada', 'kode', 'otp', 'ya', 'padahal', 'nomor', 'saya', 'aktif', 'dan', 'jaringan', 'ya', 'bagus']","['verifikasi', 'nomor', 'telepon', 'sangat', 'sulit', 'kode', 'otp', 'sms', 'tidak', 'kode', 'otp', 'nomor', 'aktif', 'jaringan', 'bagus']",1,1,1,"['verifikasi', 'nomor', 'telepon', 'sangat', 'sulit', 'kode', 'otp', 'sms', 'tidak', 'kode', 'otp', 'nomor', 'aktif', 'jaringan', 'bagus']",assurance
Pengguna Google,4,mempermudah pindah faskes tanpa antri,mempermudah pindah faskes tanpa antri,mempermudah pindah fasilitas kesehatan tanpa antri,"['mempermudah', 'pindah', 'fasilitas', 'kesehatan', 'tanpa', 'antri']","['mempermudah', 'pindah', 'fasilitas', 'kesehatan', 'antri']",2,2,2,"['mempermudah', 'pindah', 'fasilitas', 'kesehatan', 'antri']",responsiveness
Pengguna Google,2,"BPJS bisanya mungut uang aja, masa kode verifikasi harus ada pulsa dulu baru dikirim",bpjs bisanya mungut uang aja masa kode verifikasi harus ada pulsa dulu baru dikirim,bpjs bisanya mungut uang saja masa kode verifikasi harus ada pulsa dulu baru dikirim,"['bpjs', 'bisanya', 'mungut', 'uang', 'saja', 'masa', 'kode', 'verifikasi', 'harus', 'ada', 'pulsa', 'dulu', 'baru', 'dikirim']","['bpjs', 'bisanya', 'mungut', 'uang', 'kode', 'verifikasi', 'pulsa', 'dikirim']",1,1,1,"['bpjs', 'bisanya', 'mungut', 'uang', 'kode', 'verifikasi', 'pulsa', 'dikirim']",assurance
Pengguna Google,5,Sigap,sigap,sigap,['sigap'],['sigap'],2,2,2,['sigap'],Tidak Ada Kecocokan
Pengguna Google,1,"Aplikasi bikin suntuk, hampir tiaphari login daftarin dari no hp aktif tapi ga masuk² otp nya kirim ulang verifikasi 300detik aku tungguin juga gaada masuk, aplikasi mau daftar pun payah.!!",aplikasi bikin suntuk hampir tiaphari login daftarin dari no hp aktif tapi ga masuk otp nya kirim ulang verifikasi detik aku tungguin juga gaada masuk aplikasi mau daftar pun payah,aplikasi membuat suntuk hampir tiaphari login daftarin dari nomor hp aktif tetapi tidak masuk otp ya kirim ulang verifikasi detik aku tungguin juga tidak ada masuk aplikasi mau daftar pun payah,"['aplikasi', 'membuat', 'suntuk', 'hampir', 'tiaphari', 'login', 'daftarin', 'dari', 'nomor', 'hp', 'aktif', 'tetapi', 'tidak', 'masuk', 'otp', 'ya', 'kirim', 'ulang', 'verifikasi', 'detik', 'aku', 'tungguin', 'juga', 'tidak', 'ada', 'masuk', 'aplikasi', 'mau', 'daftar', 'pun', 'payah']","['aplikasi', 'suntuk', 'tiaphari', 'login', 'daftarin', 'nomor', 'hp', 'aktif', 'tidak', 'masuk', 'otp', 'kirim', 'ulang', 'verifikasi', 'detik', 'tungguin', 'tidak', 'masuk', 'aplikasi', 'daftar', 'payah']",1,1,1,"['aplikasi', 'suntuk', 'tiaphari', 'login', 'daftarin', 'nomor', 'hp', 'aktif', 'tidak', 'masuk', 'otp', 'kirim', 'ulang', 'verifikasi', 'detik', 'tungguin', 'tidak', 'masuk', 'aplikasi', 'daftar', 'payah']",assurance
Pengguna Google,1,loading apk nya...minta vertisivikasi aja lama amatt...niat g bikin apk ...,loading apk nyaminta vertisivikasi aja lama amattniat g bikin apk,loading aplikasi nyaminta vertisivikasi saja lama amattniat tidak membuat aplikasi,"['loading', 'aplikasi', 'nyaminta', 'vertisivikasi', 'saja', 'lama', 'amattniat', 'tidak', 'membuat', 'aplikasi']","['loading', 'aplikasi', 'nyaminta', 'vertisivikasi', 'amattniat', 'tidak', 'aplikasi']",1,1,1,"['loading', 'aplikasi', 'nyaminta', 'vertisivikasi', 'amattniat', 'tidak', 'aplikasi']",tangibles
Pengguna Google,5,Program pemerintah hebat,program pemerintah hebat,program pemerintah hebat,"['program', 'pemerintah', 'hebat']","['program', 'pemerintah', 'hebat']",2,2,2,"['program', 'pemerintah', 'hebat']",Tidak Ada Kecocokan
Pengguna Google,1,"Semua APLIKASI kalau PEMERINTAH yang pegang pasti pada Gaberes semua, tahapa yang mereka pikirkan tentang APLIKASI yang memudahkan untuk rakyatnya sendiri,dari mulai Bug,Kode OTP yg gakpernah masuk,Aplikasi keluar terus, gapernah sedikit pun belajar dari kesalahan uda tau rakyatnya komplain di masalah itu semua tapi tidak ada sedikit pun memperbaikinya,,AGAK LAEN emang PEMERINTAHAN KONOHA INI!!!",semua aplikasi kalau pemerintah yang pegang pasti pada gaberes semua tahapa yang mereka pikirkan tentang aplikasi yang memudahkan untuk rakyatnya sendiridari mulai bugkode otp yg gakpernah masukaplikasi keluar terus gapernah sedikit pun belajar dari kesalahan uda tau rakyatnya komplain di masalah itu semua tapi tidak ada sedikit pun memperbaikinyaagak laen emang pemerintahan konoha ini,semua aplikasi kalau pemerintah yang pegang pasti pada gaberes semua tahapa yang mereka pikirkan tentang aplikasi yang memudahkan untuk rakyatnya sendiridari mulai bugkode otp yang gakpernah masukaplikasi keluar terus tidak pernah sedikit pun belajar dari kesalahan sudah tau rakyatnya komplain di masalah itu semua tetapi tidak ada sedikit pun memperbaikinyaagak lain memang pemerintahan konoha ini,"['semua', 'aplikasi', 'kalau', 'pemerintah', 'yang', 'pegang', 'pasti', 'pada', 'gaberes', 'semua', 'tahapa', 'yang', 'mereka', 'pikirkan', 'tentang', 'aplikasi', 'yang', 'memudahkan', 'untuk', 'rakyatnya', 'sendiridari', 'mulai', 'bugkode', 'otp', 'yang', 'gakpernah', 'masukaplikasi', 'keluar', 'terus', 'tidak', 'pernah', 'sedikit', 'pun', 'belajar', 'dari', 'kesalahan', 'sudah', 'tau', 'rakyatnya', 'komplain', 'di', 'masalah', 'itu', 'semua', 'tetapi', 'tidak', 'ada', 'sedikit', 'pun', 'memperbaikinyaagak', 'lain', 'memang', 'pemerintahan', 'konoha', 'ini']","['aplikasi', 'pemerintah', 'pegang', 'gaberes', 'tahapa', 'pikirkan', 'aplikasi', 'memudahkan', 'rakyatnya', 'sendiridari', 'bugkode', 'otp', 'gakpernah', 'masukaplikasi', 'tidak', 'belajar', 'kesalahan', 'sudah', 'tau', 'rakyatnya', 'komplain', 'tidak', 'memperbaikinyaagak', 'pemerintahan', 'konoha']",1,1,1,"['aplikasi', 'pemerintah', 'pegang', 'gaberes', 'tahapa', 'pikirkan', 'aplikasi', 'memudahkan', 'rakyatnya', 'sendiridari', 'bugkode', 'otp', 'gakpernah', 'masukaplikasi', 'tidak', 'belajar', 'kesalahan', 'sudah', 'tau', 'rakyatnya', 'komplain', 'tidak', 'memperbaikinyaagak', 'pemerintahan', 'konoha']",assurance
Pengguna Google,5,Membantu cek data,membantu cek data,membantu cek data,"['membantu', 'cek', 'data']","['membantu', 'cek', 'data']",1,1,2,"['membantu', 'cek', 'data']",empathy
Pengguna Google,5,Mohon dipermudah perubahan peserta yang dibiayai pemerintah ke mandiri secara online dengan melihat data terintegrasi dengan data nik,mohon dipermudah perubahan peserta yang dibiayai pemerintah ke mandiri secara online dengan melihat data terintegrasi dengan data nik,mohon dipermudah perubahan peserta yang dibiayai pemerintah ke mandiri secara daring dengan melihat data terintegrasi dengan data nomor indu kartu keluarga,"['mohon', 'dipermudah', 'perubahan', 'peserta', 'yang', 'dibiayai', 'pemerintah', 'ke', 'mandiri', 'secara', 'daring', 'dengan', 'melihat', 'data', 'terintegrasi', 'dengan', 'data', 'nomor', 'indu', 'kartu', 'keluarga']","['mohon', 'dipermudah', 'perubahan', 'peserta', 'dibiayai', 'pemerintah', 'mandiri', 'daring', 'data', 'terintegrasi', 'data', 'nomor', 'indu', 'kartu', 'keluarga']",1,1,0,"['mohon', 'dipermudah', 'perubahan', 'peserta', 'dibiayai', 'pemerintah', 'mandiri', 'daring', 'data', 'terintegrasi', 'data', 'nomor', 'indu', 'kartu', 'keluarga']",reliability
Pengguna Google,1,Mo dftr antrian z sulit g bisa . Eror trs. Klo blm siap lbh bk benahi dlu aplksiny.,mo dftr antrian z sulit g bisa  eror trs klo blm siap lbh bk benahi dlu aplksiny,mau daftar antrean saja sulit tidak bisa error terus kalau belum siap lebih bk benahi dulu aplksiny,"['mau', 'daftar', 'antrean', 'saja', 'sulit', 'tidak', 'bisa', 'error', 'terus', 'kalau', 'belum', 'siap', 'lebih', 'bk', 'benahi', 'dulu', 'aplksiny']","['daftar', 'antrean', 'sulit', 'tidak', 'bisa', 'error', 'lebih', 'bk', 'benahi', 'aplksiny']",1,1,0,"['daftar', 'antrean', 'sulit', 'tidak', 'bisa', 'error', 'lebih', 'bk', 'benahi', 'aplksiny']",responsiveness
Pengguna Google,5,Bagus utk pengobatan dan selalu yang terbaik,bagus utk pengobatan dan selalu yang terbaik,bagus untuk pengobatan dan selalu yang terbaik,"['bagus', 'untuk', 'pengobatan', 'dan', 'selalu', 'yang', 'terbaik']","['bagus', 'pengobatan', 'terbaik']",3,3,2,"['bagus', 'pengobatan', 'terbaik']",empathy
Pengguna Google,1,"Apk apaan ini, kode otpnya GK dikirim"", udah puluhan kli di coba GK di kirim""kan juga, klo apk masih cacat jgn di luncurkan",apk apaan ini kode otpnya gk dikirim udah puluhan kli di coba gk di kirimkan juga klo apk masih cacat jgn di luncurkan,aplikasi apaan ini kode otpnya tidak dikirim sudah puluhan kli di coba tidak di kirimkan juga kalau aplikasi masih cacat jangan di luncurkan,"['aplikasi', 'apaan', 'ini', 'kode', 'otpnya', 'tidak', 'dikirim', 'sudah', 'puluhan', 'kli', 'di', 'coba', 'tidak', 'di', 'kirimkan', 'juga', 'kalau', 'aplikasi', 'masih', 'cacat', 'jangan', 'di', 'luncurkan']","['aplikasi', 'kode', 'otpnya', 'tidak', 'dikirim', 'sudah', 'puluhan', 'kli', 'coba', 'tidak', 'kirimkan', 'aplikasi', 'cacat', 'luncurkan']",1,1,1,"['aplikasi', 'kode', 'otpnya', 'tidak', 'dikirim', 'sudah', 'puluhan', 'kli', 'coba', 'tidak', 'kirimkan', 'aplikasi', 'cacat', 'luncurkan']",assurance
Pengguna Google,1,"Setelah update, gak bisa masuk!!! Tololll!!!",setelah update gak bisa masuk tololll,setelah memperbarui tidak bisa masuk tololll,"['setelah', 'memperbarui', 'tidak', 'bisa', 'masuk', 'tololll']","['memperbarui', 'tidak', 'bisa', 'masuk', 'tololll']",1,1,0,"['memperbarui', 'tidak', 'bisa', 'masuk', 'tololll']",tangibles
Pengguna Google,1,"Hp saya belum keroot, tp katanya sudah keroot.. apk mempersulit",hp saya belum keroot tp katanya sudah keroot apk mempersulit,hp saya belum keroot tapi katanya sudah keroot aplikasi mempersulit,"['hp', 'saya', 'belum', 'keroot', 'tapi', 'katanya', 'sudah', 'keroot', 'aplikasi', 'mempersulit']","['hp', 'keroot', 'sudah', 'keroot', 'aplikasi', 'mempersulit']",1,1,1,"['hp', 'keroot', 'sudah', 'keroot', 'aplikasi', 'mempersulit']",tangibles
